,name,Likes,tags,quote
464,A.D. Posey,3 likes,"authors,awakening,awareness,be,cool,energy,film-lovers,filmmaking,happiness,inspiration,laugh,live,love,mindfulness,peace,screenwriters,screenwriting,soul,spiritual-growth,spiritual-wisdom,spirituality,stories,storytellers,storytelling,truth,women-in-film,women-wisdom,writers-life,writers-quotes",“That which is cool is driven by the soul.”
465,A.D. Posey,2 likes,"authors,be,create,film,inspiration,inspirational-quotes,laugh,live,love,lovely,peace,screenwriters,screenwriting,whatever-you-do,wisdom,women,writers,writers-on-writing,writers-quotes","“Whatever you do, let it be lovely.”"
466,Jaime Reed,2 likes,"author-quotes,authors,books,creative-writing,creativity-and-attitude,ficion,teen-fiction,writers,writers-quotes,writing,ya","“Writing is something you Do and not discuss. Talk is cheap, wishes are free and a fool is included with every purchase. So spend your time wisely.”"
467,A.D. Posey,2 likes,"authors,awareness,film,inspiration,laugh,live,love,peace,purpose,screenwriters,truth,women-in-film,write-from-the-heart,writers,writers-life,writers-quotes",“Our peace is our purpose.”
468,James Weldon Johnson,2 likes,"20th-century-music,authors,genius,jazz,people,popular,ragtime,rythm,scholasticism","“American musicians, instead of investigating ragtime, attempt to ignore it, or dismiss it with a contemptuous word. But that has always been the course of scholasticism in every branch of art. Whatever new thing the 'people' like is poohpoohed; whatever is 'popular' is spoken of as not worth the while. The fact is, nothing great or enduring, especially in music, has ever sprung full-fledged and unprecedented from the brain of any master; the best that he gives to the world he gathers from the hearts of the people, and runs it through the alembic of his genius.”"
469,A.D. Posey,1 likes,"authors,awareness,film,inspiration,inspirational-quotes,is,laugh,live,love,now,peace,screenwriters,screenwriting,spirituality,truth,when,women-in-film,writers,writing-inspiration",“When is now.”
470,A.D. Posey,1 likes,"authors,awareness,film,friend,friendship,friendship-quotes,healing,healing-energy,inspiration,peace,screenwriters,spiritual-development,spiritual-growth,spiritual-wisdom,spirituality,truth,wisdom,women,writers",“A good friend is a healing friend.”
471,Deyth Banger,1 likes,"authors,characters,heard,meeting,new,probably,ready,story,writers","“Stephen King started to read comics first, I started to watch films and little reading books...Now everything has changed Stephen King reads books and watch films, I read comics, watch films, read books listen to audiobooks..."
472,Mariana Hak,1 likes,"authors,books,fantasy,fiction,fiction-writing,me,you","“Fantasy or fiction is just a persons secret life. A world they want to be in. The only diffrence between them and you, is that they wrote it down in detail, printed it and shared it with the world.”"
473,Lee Bice-Matheson,1 likes,"authors,canadian,ghosts,imagination-quotes,j-r-matheson,lee-bice-matheson,paige-maddison-series,supernatural","“Imagination must be allowed to run free in our subconscious mind and when ready, it reveals its ideals to us in our conscious state.”"
474,Conrad  Williams,1 likes,authors,"“The public has an exalted view of authors, and rightly so. Great writers impact deeply on our imagination. And yet, behind the kudos, there sometimes lurks a person at odds with the nobility of the author photo or the 'sheer humanity' of the prose style.”"
475,A.D. Posey,0 likes,"authors,awareness,inspiration,love,love-quotes,peace,screenwriters,screenwriting,soul,spiritual-wisdom,spirituality,truth,wisdom,women,writers,writers-quotes,written",“Love is written by the soul.”
476,A.D. Posey,0 likes,"alive,authors,awareness,film,heart,inspiration,inspirational,inspirational-quotes,laugh,live,love,music,peace,screenwriting,spirituality,truth,wisdom,women,writers",“Love is alive when there's music in your heart.”
477,A.D. Posey,0 likes,"authors,awareness,be,film,inspiration,inspirational-quotes,laugh,live,love,love-quotes,peace,screenwriters,spiritual-wisdom,spirituality,truth,wisdom,women,writers",“Love is enough.”
478,A.D. Posey,0 likes,"all,authors,awareness,be,defines,inspiration,itself,laugh,live,love,peace,screenwriters,spiritual-wisdom,spirituality-quotes,truth,unique,uniquely,women-in-film,women-wisdom,writers-life",“All uniquely defines itself.”
479,Christine Willson,0 likes,"authors,empowerment,inspirational,screensavercw,screenwritersnwriters,screenwriting,womenempowerment","“Vulnerability is not a weakness, it strengthens"
480,A.D. Posey,12 likes,"ad-posey,authors,awareness,energy,energy-healing,film,fly,flying,happiness,inspirational,inspirational-quotes,life-changing,life-quotes,light,love,magic,peace,quotes,screenwriters,smile,soul,spiritual-wisdom,spirituality,truth,wings,women-in-film,women-wisdom,words,writer-quotes,writers,writing-life,writing-quotes",“Her words are her wings. She's flying.”
481,Anne Lamott,7 likes,"author,authoring,authors,on-writing,write,writer,writers,writing","“I like to think that Henry James said his classic line, ""A writer is someone on whom nothing is lost,"" while looking for his glasses, and that they were on top of his head.”"
482,Arthur Schopenhauer,6 likes,"authors,hacks,publishers,writing",“Payment and reserved copyright are at bottom the ruin of literature. Only he who writes entirely for the sake of what he has to say writes anything worth writing. It is as if there were a curse on money: every writer writes badly as soon as he starts writing for gain.”
483,A.D. Posey,5 likes,"ad-posey,authors,awareness,belief,courage,determination,energy,faith,film,fly,happiness,heart,inspirational,inspirational-quotes,light,love,loving-heart,peace,quotes,screenwriters,smile,soul,trust,truth,wings,women-in-film,writers","“A loving heart, determination, faith, courage, trust, belief, truth, and a solid soul create the wings with which we fly.”"
484,A.D. Posey,5 likes,"authors,awareness,be,female,film,inspiration,inspirational,inspirational-quotes,protagonist,screenwriters,screenwriting,spirituality,strong,truth,write,writers,writing-inspiration,writing-quotes",“Don't just write a strong female protagonist. Be one.”
485,E.A. Bucchianeri,4 likes,"author,authors,courage,courage-to-be-oneself,do-what-you-have-to-do,don-t-worry,on-writing,pleasing-people,write-about-what-interests-you,write-about-what-you-know,writers,writers-life,writers-quotes,writers-world,writing,writing-advice,writing-inspiration,writing-life,writing-quotes","“I know, not everyone will like what I write, but writing is not about trying to please everybody.”"
486,Catherine Lowell,4 likes,"authorial-intent,authors,fiction,writing",“My father used to say that all protagonists were versions of the author who wrote them—even if it meant the author had to acknowledge a side of himself that he did not know existed. It just required courage.”
487,Maggie Young,3 likes,"authors,feminism,feminist-author-quotes,feminist-authors,feminist-quotes,maggie-young,maggie-young-feminist,maggie-young-feminist-author,millennial,millennial-authors,we-need-feminism,why-we-need-feminism","“I became a feminist upon the realization that, whether physical, mental, or emotional, everything involved in obtaining love and approval from men required some form of self-mutilation.”"
488,A.D. Posey,3 likes,"ad-posey,authors,awareness,beauty,energy,energy-healing,film,fly,happiness,inspirational,inspirational-quotes,journey,life-changing,life-quotes,light,love,magic,peace,quotes,screenwriters,smile,soul,spiritual-wisdom,spirituality,truth,within,women-in-film,women-wisdom,writers","“One day, your light will silence the darkness, and you will be surrounded by the beauty within.”"
489,A.D. Posey,3 likes,"ad-posey,authors,awareness,energy,energy-healing,film,fly,happiness,heart,inspirational,inspirational-quotes,life-changing,life-quotes,light,live,love,magic,peace,quotes,screenwriters,smile,soul,speaks,spiritual-wisdom,spirituality,the-best,truth,whispers,women-in-film,women-wisdom,writers,writers-life,writers-quotes,writing,writing-quotes",“The best writing speaks when the heart whispers.”
490,A.D. Posey,3 likes,"ad-posey,authors,awareness,energy,energy-healing,film,film-community,film-industry,film-script,filmmaking,first-impression,fly,happiness,inspirational,inspirational-quotes,life-changing,life-quotes,light,love,magic,movies,peace,quotes,screenwriters,second-chance,smile,soul,spiritual-wisdom,spirituality,stories,story,storytellers,storytelling,truth,women-in-film,women-wisdom,writers",“Film gives us a second chance at a first impression.”
491,A.D. Posey,2 likes,"ad-posey,authors,awareness,beauty,happiness,heart,inspirational,inspirational-quotes,love,peace,quotes,screenwriters,smile,truth,wings,writers",“Beauty is a heart with wings.”
492,A.D. Posey,2 likes,"ad-posey,authors,awareness,believe,believing,fly,flying,happiness,inspirational,inspirational-quotes,love,peace,quotes,screenwriters,smile,soar,truth,writers","“Believe in people, they fly for a day. Teach them to believe in themselves, they soar for a lifetime.”"
493,A.D. Posey,2 likes,"ad-posey,authors,awareness,be,be-yourself,bliss,eternal,film,happiness,inspirational,inspirational-quotes,love,peace,quotes,revel,screenwriters,self-love,smile,truth,women-in-film,writers",“Be one with yourself and revel in eternal bliss.”
494,A.D. Posey,2 likes,"ad-posey,authors,awareness,beauty,believe,believing,brightly,energy,film,happiness,inspirational,inspirational-quotes,light,love,peace,quotes,screenwriters,smile,soul,spirituality,truth,women-in-film,writers",“Believe so brightly that everyone sees the beauty in believing.”
495,A.D. Posey,2 likes,"ad-posey,authors,awareness,energy,energy-healing,film,fly,happiness,inspirational,inspirational-quotes,life-changing,life-quotes,light,love,magic,peace,quotes,screenwriters,smile,soul,spiritual-wisdom,spirituality,truth,women-in-film,women-wisdom,writers",“Life is magic.”
